Text,Text Number,License,Text By,Translation By,Language,File Name,Source,ISO639-3,Script,Parallel ID,Story Category
"As the sun finally shone like a bright star, the kids Prisha, Arwan, Vinay and Tina all were there creating multiple snowmen. Everyone loved being out there in the snow. They were playing, laughing and singing.",2,CC-BY,Reshma Krishnamurthy Sharma,,en,0296_rizwan-and-his-friends-having-fun-in-the-snow.md,global-asp/pb-source,eng,Latn,pb_0296,pb
The kids knew only those who played in the snow could understand the difference of having fun in the midst of nature. It wasn't about going to a mall or watching TV. This was bliss. They later shared the pictures to all their cousins living in cities to come and enjoy snow like them.,3,CC-BY,Reshma Krishnamurthy Sharma,,en,0296_rizwan-and-his-friends-having-fun-in-the-snow.md,global-asp/pb-source,eng,Latn,pb_0296,pb
Tom carries a tray of ripe bananas.,0,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
Tom goes to the market to sell bananas.,1,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
People at the market are buying fruit.,2,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
"But no one is buying

Tom's bananas.

They prefer to buy fruit from women.",3,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
"""In our community, only women sell fruit,"" people say. ""What kind of a man is this?"" people ask.",4,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
"But Tom does not give up.

He calls, ""Buy my bananas!

Buy my sweet ripe bananas!""",5,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
"One woman picks up a bunch of bananas from the tray.

She looks at the bananas carefully.",6,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
The woman buys the bananas.,7,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
"More people come to the stall.

They buy Tom's bananas and eat them.",8,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
"Soon, the tray is empty.

Tom counts the money he earned.",9,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
"Then Tom buys soap, sugar, and bread.

He puts the things in his tray.",10,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
Tom balances the tray on his head and goes home.,11,CC-BY,Humphreys Odunga,,en,0296_tom-the-banana-seller.md,global-asp/asp-source,eng,Latn,asp_0296,asp
One day there are 3 warriors. We fight evil to protect our India. But we lost and we fought back with full might and took back our India.,0,CC-BY,Ameyy & Jhari C,,en,0297_holiday-fun.md,global-asp/pb-source,eng,Latn,pb_0297,pb
Dancing is fun!!!,1,CC-BY,Ameyy & Jhari C,,en,0297_holiday-fun.md,global-asp/pb-source,eng,Latn,pb_0297,pb
Swimming in the beach is awesome!!! Let's do it again!!!,2,CC-BY,Ameyy & Jhari C,,en,0297_holiday-fun.md,global-asp/pb-source,eng,Latn,pb_0297,pb
we love beach!!!,3,CC-BY,Ameyy & Jhari C,,en,0297_holiday-fun.md,global-asp/pb-source,eng,Latn,pb_0297,pb
"Once upon a time, there lived a man who had plenty of everything – a large fertile farm,
with cattle, sheep, and goats.
But, as he grew old, he grew sad, because one thing was missing.
He did not have a wife.",0,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"Standing under a tree one day, he
had a brilliant idea.
If he couldn't find a wife, perhaps
he could make one?",1,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"So he set to work to shape a
beautiful woman from a strong
branch of the tree. When he had
finished making the statue, he
touched her eyes, and they opened.
He blew gently on her, and she
came alive.",2,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"She was truly the most beautiful
woman he had ever seen.
He knelt before her, and asked her
to be his wife.",3,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"He gave her a colourful apron,
beads, and a head ring, the sign of
a married woman. And he built her
a house with the mud and grass
that used to lie at the foot of her
trunk.
""Only one thing I beg of you,"" he
said to his wife. ""Never tell anyone
where you come from.""",4,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"But before long, the young men
from a neighbouring village began
talking among themselves.
""How can such an old man have
such a beautiful young wife?""
So they decided to steal her and
take her to their own kraal.",5,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"The old man was heartbroken. He
felt he could not live without her.
But then he thought, ""Perhaps if I
have something of hers, I would not
feel so sad?""
So he sent his doves to find her, to
sing to her, and to bring back
something of hers to him.",6,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"When they found her, they sang to
her in the language of birds:
Tree woman, tree woman
More beautiful than any other
Your husband has sent us
To bring back your apron!",7,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"She gave them her apron, and they flew over the hill, over the river, back to her husband.
He held the apron to his face, and was comforted for a little while.",8,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"But his longing did not go away.
So again he sent his doves to sing
to her:
Tree woman, tree woman
More beautiful than any other
Your husband has sent us
To bring back your head ring!
And back they flew with the head
ring, the sign of a married woman.",9,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"He held the head ring and sighed
for his wife, far away in the kraal of
other people.
After a while, he called his doves
again. He told them to go to her
and sing:
Tree woman, tree woman
More beautiful than any other
Your husband has sent us
To bring back your life!",10,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"So away they went the third time.
They perched on her shoulders. As
they sang, each bird pecked out an
eye.
Immediately she turned again into a
statue.
Her feet and arms fell away. Then
her head.
And she fell to the ground.",11,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"Her husband slowly rolled her
wooden trunk to the river.
He stood her up with her roots in
the water.
Nourished by sun and soil, she grew
leaves again.",12,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"And when the wind blows, the
leaves sigh.
Just as a woman does when she
longs for her husband.",13,CC-BY,Southern African Folktale,,en,0297_the-tree-wife.md,global-asp/asp-source,eng,Latn,asp_0297,asp
"This is a Seahorse.

It is mostly found in shallow tropical and temperate waters throughout the world.",0,CC-BY,Payoshni Saraf,,en,0298_inhabitants-of-the-sea.md,global-asp/pb-source,eng,Latn,pb_0298,pb
"This is an Octopus.

Octopuses inhabit diverse regions of the ocean, including coral reefs and the ocean floor.",1,CC-BY,Payoshni Saraf,,en,0298_inhabitants-of-the-sea.md,global-asp/pb-source,eng,Latn,pb_0298,pb
"This is a Clown Fish.

Clown Fish are native to warmer waters and live at the bottom of shallow seas in sheltered reefs or in shallow lagoons.",2,CC-BY,Payoshni Saraf,,en,0298_inhabitants-of-the-sea.md,global-asp/pb-source,eng,Latn,pb_0298,pb
"These are Dolphins.

They are found across the world with most species of Dolphins preferring the warmer waters of the tropical zones. A few species however prefer colder climates.",3,CC-BY,Payoshni Saraf,,en,0298_inhabitants-of-the-sea.md,global-asp/pb-source,eng,Latn,pb_0298,pb
"This is a Sea Turtle (also known as Marine Turtle)

Sea turtles can be found in all oceans except for the polar regions.",4,CC-BY,Payoshni Saraf,,en,0298_inhabitants-of-the-sea.md,global-asp/pb-source,eng,Latn,pb_0298,pb
"This big fish here is a Manta Ray.

Mantas are found in temperate, subtropical and tropical waters.",5,CC-BY,Payoshni Saraf,,en,0298_inhabitants-of-the-sea.md,global-asp/pb-source,eng,Latn,pb_0298,pb
"This is a Starfish (also known as Sea Stars).

Starfishes are found in salt waters all over the world, from the Atlantic Ocean to the Indian Ocean and beyond.",6,CC-BY,Payoshni Saraf,,en,0298_inhabitants-of-the-sea.md,global-asp/pb-source,eng,Latn,pb_0298,pb
"Once there was a young
man called Kumbana.",0,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"When he was 25, he fell
in love with a girl called
Zangane.",1,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"They were together for
3 years, but he didn't
have enough money to
marry
her.",2,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"Then one day she found
she was pregnant,
because they didn't use
protection.",3,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"A little girl was born,
and they called her
Kheri.",4,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"But Kumbana was still
studying, and Zangane
had a job in a town far
away, so they had to
live apart.",5,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"After a while, Zangane
found a new boyfriend.
He came to live with
her and the little girl.",6,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"Kumbana was heartbroken. He cried and
cried because he was
separated from his
daughter.",7,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"Time went on, and
Kumbana found a new
girlfriend too. They
lived together, but they
did not have any
children.",8,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"Now Kheri did not like
her new father at all.
She was very unhappy,
and he used to beat
her.",9,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"So when she was 12,
her mother decided to
send her back to live
with her real father.",10,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"Then Kumbana and
Kheri were both happy
again.",11,CC-BY,Ingrid Schechter,,en,0298_kumbanas-child.md,global-asp/asp-source,eng,Latn,asp_0298,asp
"The year was 1870. New London, Connecticut, United States. 7 am.

Kids were tumbling out of bed, their mothers hurrying them to clean their teeth, handing them tooth sticks and jars of toothpaste.",0,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"What? Did I just say – “Toothsticks”?

That's right.

They used toothsticks to clean their teeth back in 1870. A toothstick was simply a twig with a frayed end. Some lucky kids had twigs with boar hair tied to one end for that extra shine.",1,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"And what was that other thing I said? “Jars of toothpaste”?

That's right. Toothpaste tubes were not invented yet. They only had jars.

And every bleary eyed kid started her day by dipping a toothstick into a porcelain jar filled with toothpaste.",2,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"Actually, into the same porcelain jar that every other member of the family dipped their toothstick into. Including that visiting grand aunt with yellow and black teeth, whose toothstick matched her teeth.",3,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"One morning, a disgusted cry went up in a dentist's house. “Ewwwwwwwwww!”

It was Dr. Sheffield's son Lucius, who refused to dip into the jar anymore and decided to use tooth powder henceforth. But a thought remained in his mind – there must be a better way to use toothpaste.",4,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"A few years later, Lucius went to Paris to study the science of dentistry. There, he saw artists squeezing paint from metal tubes on to their paintbrushes. Why couldn't the same type of tube be used to hold toothpaste?!

He rushed back home and shared this idea with his father, who thought that it was just totally awesome.

There was just that little matter of figuring out how to get the toothpaste from a jar into the tube through that little opening. How do you think Lucius could fill toothpaste into an empty tube?

Have you had a bad morning when you squeezed way too much paste in your half asleep state? And you see that there's toothpaste all over the sink and your mother is reminding you that the school bus will be at the doorstep in twenty minutes, and the last thing you want is for her to flip when she sees the mess you've made? How would you go about putting the toothpaste back into the tube?

Now, what do you think Lucius and his father used to fill a tube with toothpaste?

A ear bud? Or a really tiny spoon? A toothpick?",5,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"It was not as messy as you'd expect, because the way Dr. Sheffield and his team did it was without opening the cap!

That's right, they kept the cap screwed on tight, and opened up the other end! It's definitely easier to fill a tube from the larger end, especially if you have something to pump the paste with, like a syringe. After that, all you have to do is seal the end tight so that the paste will not leak.",6,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"Today, toothpaste tubes are filled using machines. All the empty tubes are lined up on a conveyer belt with their caps downwards and the unsealed end pointing up. A big container filled with toothpaste is fixed above the conveyor belt.",7,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"From a nozzle at the bottom of the container, the toothpaste is let into each of these tubes as they move along the conveyor belt. But the paste is not filled all the way to the brim. About half an inch is left so that it can be sealed.

Now the tube is ready to be squeezed!",8,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"Ancient Indian wisdom for good teeth

Many people in India use datun, the twig of a neem or babool tree, instead of a factory-made brush. Datun keeps teeth and gums healthy. But do you know which the best brush in the world is?

Your fingers, say dentists! Great for the teeth and gums.

Have you tried tooth powder? What are the different smells that you can detect in it?

Herbs and spices that are good for teeth include mint, clove, cinnamon, black pepper and tulsi. Eating fibrous fruits and vegetables, like apples and carrots, is good for cleaning teeth.",9,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
Fun with toothpaste caps,10,CC-BY,Veena Prasad,,en,0299_how-does-the-toothpaste-get-into-the-tube.md,global-asp/pb-source,eng,Latn,pb_0299,pb
"One day Tortoise was walking through the veld. He was looking and looking. He
gazed into the distance and squinted at the grass.
Then he went past Snail.",0,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"""Are you looking for something?"" Snail asked.
""Yes, Snail, I'm looking for my house. Have you
seen it, by any chance?""",1,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"Snail said: ""No, I haven't, but I'll help you look!""
She climbed onto Tortoise's shell. Tortoise walked on with Snail on his back. They
looked and looked, but there was no sign of a house. The sun was high in the sky.",2,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"A little later they passed Sparrow.
""Are you looking for something?"" asked Sparrow.
""Yes, Sparrow, I'm looking for my house. Have you seen it, by any chance?""
Sparrow said: ""No, I haven't, but I'll help you look!""",3,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"He flapped his wings and he
whizzed away.
""But you're going too fast for
me,"" complained
Tortoise.
Sparrow came back. ""Alright,
then I'll hop on too.""",4,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"Tortoise carried on, with Snail
and Sparrow perched
on his shell. They looked and
looked, but there was
no sign of a house. The sun had
inched lower in the
sky.",5,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"A little later they passed Ladybird.
""Are you looking for something?"" asked Ladybird.
""Yes, Ladybird, I'm looking for my house. Have you seen it, by any chance?""",6,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"Ladybird said: ""No, I haven't,
but I'll help you look!""
She hopped onto Tortoise's
back and on he went,
with Snail and Sparrow and
Ladybird sitting on his
back.
They looked and looked, but
there was no sign of a
house. A breeze started to blow.",7,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"A little later they passed Mouse. He was making a garland of daisies.
""Are you looking for something?"" asked Mouse.
""Yes, Mouse, I'm looking for my house. Have you seen it, by any chance?""",8,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"Mouse said: ""No, I haven't, but
I'll help you look!""
He hopped onto Tortoise's back.
""Wait, I can't leave my flowers
behind."" Tortoise waited. Mouse
stretched and stretched and
scooped up his daisies.",9,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"Tortoise walked on, with Snail
and Sparrow and
Ladybird and Mouse on his
back. They looked and looked,
but there was no sign of a
house. The wind swept leaves
off the ground and swirled them
around Tortoise's feet.
Tortoise got tired. ""You lot are
heavy,"" he sighed.",10,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"The wind got stronger. The sky
turned dark.
""Oh, where is my house?"" asked
Tortoise.
Thunder roared in the hills.
Lightning flashed in the
distance. Drip-drip came the
rain.
""Oh, where is Tortoise's house?""
asked Snail and Sparrow and
Ladybird and Mouse.",11,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"The wind whirled and whipped. It
blew Snail and Sparrow and Ladybird and Mouse right off Tortoise's back.",12,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"And then came the hail, tip-tip-tip.
Tortoise got such a fright he shrank into his shell. It was warm and cosy there.
""Oh, here is my house!""",13,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"""Oh, here is Tortoise's house!""",14,CC-BY,Maya Fowler,Maya Fowler,en,0299_tortoise-finds-his-house.md,global-asp/asp-source,eng,Latn,asp_0299,asp
"Kala was staying with his Mom.
They lived in a big house. Kala
was a spoiled boy. His Mom
loved him very much. He got
everything that he wanted.",0,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"It was a bright, sunny Saturday
morning. It was the start of the
school holidays.
Kala woke up later than usual.
He was excited and ready to go
out in the street to play with his
friends.",1,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"Kala's Mom was working in her
vegetable garden. She saw her
son running out through the
door.",2,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"On the kitchen table there was
a big basket full of a variety of
fruits. Kala called out to his
Mom, asking for an apple.
""Did you bath?'' asked his Mom.
""Did you brush your teeth?"" she
asked too.
""Yes Mom!"" answered Kala.
""Ok, you can have one,"" she
agreed.",3,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"Kala immediately chose the biggest, juiciest
apple from the fruit basket. He then dashed
outside towards his favourite playing area.",4,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"After a few seconds, Mom heard
Kala screaming.
""Aah, Mom!"" called Kala.",5,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"""Mom, my apple is bleeding!"" he said.
His Mom was busy in the kitchen and Kala burst through
the door. ""Why are you making such a noise Kala,"" asked
his Mom. ""What is it?""",6,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"""My apple is bleeding, look,"" he said again.
Kala's Mom stopped what she was doing and
turned to look at her son. She had a surprise
look on her face.",7,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"She took the apple from Kala's hand and looked at it.
""Come here and open your mouth,"" she order Kala.
""Aah,"" opened Kala wide. Mom bend a little and peeped
into her son's mouth.",8,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"""It's not the apple that is bleeding, you little, lazy, naughty boy. It's your filthy,
yellow rotting teeth!"" she shouted.
""You do not brush your teeth as told!"" she said with a cross face. All that Kala felt
as he escaped through the door, was his behind getting warm from his Mom's
dish cloth!",9,CC-BY,Sara Mohale,,en,0300_the-bleeding-apple.md,global-asp/asp-source,eng,Latn,asp_0300,asp
"Tilia and Max lived in Carlafonia. It was the 1960's. Their getting up routine was to get up and brush. In those days, they used to brush with wood and cream.",0,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
They found it very difficult to brush because the toothbrush was made out of wood and they used cream as paste.,1,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
"Soon, the whole country started complaining about the paste. Granny's teeth had rot.",2,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
People started putting the cans of cream in the junkyard.,3,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
"So one day, Mr. Wilbur, the owner of the cream factory was passing a painting and he saw the painter pouring paint out of a tube. So he got an idea.",4,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
So he thought he would make pastes like painting tubes.,5,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
He put in sugar and wood.,6,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
"And he also put in fruits, vegetables, neem and cloves.",7,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
"In 2 days time, the toothpastes were made.",8,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
"From that day on, people did'nt have to use cream!",9,CC-BY,Rachita Uday Kumar,,en,0300_toothpaste-trouble.md,global-asp/pb-source,eng,Latn,pb_0300,pb
"There was a artist and his destiny was to paint.

The world was colourless.",0,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
So he painted the trees brown and green.,1,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
And then he painted the earth brown.,2,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
He painted the elephants grey with white tusks.,3,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
He painted the Praying Mantis green.,4,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
He painted the starfish red and white.,5,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
And the seahorse was painted pale orange with green eyes.,6,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
Then the artist sat on the beach and looked at the sky.,7,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
It was a beautiful sight of blue and white. He wondered who painted the sky?,8,CC-BY,Krutarth Shah,,en,0301_and-this-is-how-the-earth-got-colour.md,global-asp/pb-source,eng,Latn,pb_0301,pb
"One time it happened in a
village that a gang of young
people decided to kill all the old
people so that they would stop
doing magic.",0,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"But one of the youth ran off
with his father and hid him in
the desert.",1,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"After he had done this, the gang
began killing the old people.",2,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"Just then a snake came into the
village from the desert. The
snake went into the stomach of
a small child.",3,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"The snake kept poking its head
out of the mouth of the child.",4,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"The parents of the child and all
the other people tried
everything to solve this
problem. But they saw that if
they killed the snake they
would also kill the child.",5,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"Then the young man who had
hidden his father went and told
him everything that had
happened.?
And the old man said, ""That's
the easiest thing in the world to
take care of.""",6,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"The old man said, ""Find a toad
and put it near the snake. You'll
see that the snake will come
out of the child's stomach to
catch the toad.?
The young man did just what
the old man said. And the snake
came out and started to chase
the toad. The child was saved
from death.",7,CC-BY,Cleófas Samo,David Ker,en,0301_land-of-no-old-people.md,global-asp/asp-source,eng,Latn,asp_0301,asp
"Look, fire!",0,CC-BY,"Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano","Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano",en,0302_fire.md,global-asp/asp-source,eng,Latn,asp_0302,asp
Fire burns.,1,CC-BY,"Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano","Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano",en,0302_fire.md,global-asp/asp-source,eng,Latn,asp_0302,asp
Fire cooks.,2,CC-BY,"Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano","Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano",en,0302_fire.md,global-asp/asp-source,eng,Latn,asp_0302,asp
Fire gives warmth.,3,CC-BY,"Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano","Deborah Namugosa, Beatrice Nabune, Alison Tukei, Rose Sabano",en,0302_fire.md,global-asp/asp-source,eng,Latn,asp_0302,asp
